latitude,longitude,historical_landslide,elevation_m,slope_degrees
27.853078,97.062932,0,2641.0,52.50429436066845
28.175117,94.699845,0,429.0,21.622443658222437
27.029318,95.170614,0,114.0,0.0
26.285691,92.61352,0,62.0,3.109633021988153
26.708664,92.261309,0,89.0,1.0675202709770988
24.03394,92.85939,0,401.0,11.043443551421285
27.440966,94.900351,0,106.0,1.012750369636371
26.938325,92.322014,0,368.0,17.562691357484656
23.579408,93.036224,0,617.0,30.332599354404913
26.289515,91.187421,0,44.0,1.0675202709770988
25.592648,93.334387,0,445.0,15.649096780194936
22.938726,92.494584,0,119.0,8.077000600578957
27.175039,88.099634,0,2449.0,23.469225732252692
22.00382,92.999409,0,1096.0,28.218497203955973
25.252187,94.122889,0,1299.0,17.528368921801512
26.666912,94.803601,0,692.0,30.06319579409674
28.412038,94.466441,0,3270.0,39.357467316033386
26.377118,95.085746,0,2228.0,22.65440780520033
26.455643,93.214573,0,766.0,17.109734569428905
27.802493,93.72405,0,1206.0,35.27938801183364
28.321197,94.503197,0,1891.0,23.994436724543963
24.210225,94.201714,0,594.0,13.16632060042364
25.774659,92.879466,0,108.0,2.1342998941463125
25.915875,93.595607,0,209.0,11.08264483156831
25.710888,93.921251,0,690.0,29.21270954886209
24.028236,93.803522,0,1389.0,28.960080041115702
25.788072,90.925631,0,543.0,29.784095541431434
24.880649,93.054702,0,43.0,3.7086168298207194
28.220609,93.975056,0,1922.0,26.348768874453803
27.433639,94.58028,0,98.0,3.4389123953782974
26.522056,92.274283,0,63.0,2.160788974078258
27.219461,94.666997,0,95.0,2.7818863802117484
27.832728,92.928878,0,3174.0,79.28836758708908
27.300919,88.612764,0,1144.0,14.397796297014603
24.650299,92.291448,0,29.0,3.1818128120974354
26.206372,92.708948,0,62.0,7.832625705078162
23.86002,91.468804,0,48.0,2.1342998941463125
22.271465,92.795573,0,299.0,13.585991207888908
24.822308,92.447185,0,18.0,0.3376147110174216
27.514222,96.603956,0,910.0,14.624713477272469
25.718353,91.516939,0,1008.0,38.36748538486154
24.064655,92.38448,0,644.0,18.02629047070246
26.183197,89.898754,0,42.0,1.8175220187198482
26.626554,90.869251,0,55.0,4.222687118252763
26.393051,92.373505,0,57.0,1.6876048941769748
27.754656,92.650201,0,2099.0,57.06874478113076
28.541755,95.904802,0,2310.0,32.081885930437224
28.32958,94.191359,0,1406.0,18.27288969553102
23.732467,92.992887,0,864.0,13.456950139244555
22.390804,92.637681,0,86.0,3.372286683433898
24.74338,94.600688,0,348.0,8.767251443500896
25.213681,93.350167,0,1062.0,26.297079837592264
27.213636,95.540462,0,574.0,31.89744914744901
25.973358,91.833779,0,445.0,28.713308565785912
28.15935,94.461635,0,1806.0,33.658013886398436
25.80429,91.356515,0,296.0,27.097435772987733
25.343264,91.813847,0,699.0,49.41674836196757
29.33475,95.818301,0,4560.0,31.543470762039785
26.683601,91.511596,0,84.0,3.016961309815993
26.322555,94.072735,0,124.0,3.016961309815993
26.687039,92.955281,0,71.0,3.6313935493230582
27.921979,95.553165,0,128.0,0.7548944975654582
26.03803,91.388188,0,49.0,0.9548412538721887
24.862961,92.735112,0,20.0,2.7818863802117484
28.84325,95.685873,0,3100.0,34.21858270764895
28.301094,95.901495,0,1864.0,35.41096381499547
27.190313,95.591163,0,896.0,25.542142151256705
29.071279,94.597999,0,3659.0,25.91570359318582
26.177945,93.310551,0,639.0,15.99993592924168
25.631019,90.917605,0,761.0,11.405135172235026
25.902042,90.069259,0,28.0,0.4774537773095774
28.854699,94.75195,0,430.0,45.24654254201433
27.76785,96.634757,0,2282.0,37.05975130350664
28.417359,95.96973,0,1188.0,24.693361029075238
27.899373,96.930587,0,1128.0,45.079357136826225
28.930443,94.532191,0,2007.0,43.84590794011956
